190001190012  177.65
190101190112  193.86
190201190212  153.85
190301190312  263.36
190401190412  238.21
190501190512  161.07
190601190612  231.33
190701190712  223.07
190801190812  272.89
190901190912  204.24
191001191012  284.73
191101191112  209.33
191201191212  203.46
191301191312  190.77
191401191412  169.16
191501191512  156.04
191601191612  278.86
191701191712  300.93
191801191812  158.61
191901191912  171.91
192001192012  323.79
192101192112  298.05
192201192212  192.04
192301192312  198.70
192401192412  174.82
192501192512  149.99
192601192612  183.13
192701192712  147.27
192801192812  122.46
192901192912  120.77
193001193012  213.37
193101193112  202.24
193201193212  216.14
193301193312  176.25
193401193412  160.52
193501193512  191.31
193601193612  168.75
193701193712  188.09
193801193812  192.03
193901193912  266.43
194001194012  123.73
194101194112  221.09
194201194212  274.09
194301194312  156.23
194401194412  123.65
194501194512  219.46
194601194612  252.99
194701194712  253.91
194801194812  157.75
194901194912  214.39
195001195012  299.55
195101195112  168.74
195201195212  232.02
195301195312  222.49
195401195412  188.85
195501195512  333.87
195601195612  243.90
195701195712  141.43
195801195812  241.31
195901195912  132.74
196001196012  204.96
196101196112  124.12
196201196212  178.07
196301196312  176.95
196401196412  186.79
196501196512  128.32
196601196612  250.89
196701196712  142.32
196801196812  315.20
196901196912  219.33
197001197012  143.32
197101197112  223.09
197201197212  140.12
197301197312  377.10
197401197412  448.02
197501197512  305.29
197601197612  256.72
197701197712  160.27
197801197812  239.70
197901197912  315.19
198001198012  188.42
198101198112  258.64
198201198212  146.81
198301198312  227.77
198401198412  237.82
198501198512  165.80
198601198612  200.41
198701198712  208.14
198801198812  232.29
198901198912  320.46
199001199012  196.36
199101199112  169.06
199201199212  347.19
199301199312  251.49
199401199412  121.32
199501199512  247.61
199601199612  181.74
199701199712  249.21
199801199812  256.21
199901199912  200.77
200001200012  283.30
200101200112  309.69
200201200212  126.82
200301200312  238.85
200401200412  202.75
200501200512  198.70
200601200612  150.23
200701200712  209.66
200801200812  179.65
200901200912  198.71
201001201012  360.71
201101201112  341.79
201201201212  171.12
201301201312  188.88
201401201412  197.04
201501201512  191.57
201601201612  355.56
201701201712  232.46
201801201812  166.44
201901201912   82.31
202001202012  221.83
